ALARM_STATUS,MACH_XCOR,MACH_YCOR,MACH_ZCOR,ABS_XCOR,ABS_YCOR,ABS_ZCOR,RELV_XCOR,RELV_YCOR,RELV_ZCOR,DIST_XCOR,DIST_YCOR,DIST_ZCOR,START_TIME,WORK_ONCE_TIME,WORK_ALL_TIME,WORK_NUM,CUT_TIME,PRG_NAME,FEED_SPEED,SPD_SPEED,FEDSPD_RATE
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521531,0,199085,37237,224573,10,0,3999,255
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521531,0,199085,37237,224573,10,0,3999,255
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521531,0,199085,37237,224573,10,0,3999,255
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521531,0,199085,37237,224573,10,0,3999,255
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521531,0,199085,37237,224573,10,0,3999,225
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535124,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535124,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535124,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535125,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535125,0,105352,22128,235256,30,0,0,175
报警,556.681,-0.009,-77,0.197,408.331,100,0,0,0,0,0,0,741123,0,381394,26363,331223,30,0,0,155
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535125,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535125,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535125,0,105352,22128,235256,30,0,0,175
报警,-423.339,-202.801,-17.906,-60.103,-14.441,340.374,0,0,0,0,0,0,535125,0,105352,22128,235256,30,0,0,175
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,-254.502,-2.212,-321.789,230.498,230.188,154.711,230.498,230.188,144.611,0,0,0,945970,130,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806226,0,300765,30593,326166,1,1,0,155
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945973,0,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806226,0,300765,30593,326166,1,0,0,155
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945973,0,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945973,0,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945973,0,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.567,0,0,-0.001,0,0,0,806228,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806228,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,-0.001,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,1,0,155
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521530,0,199085,37237,224572,10,0,0,255
报警,-292.534,-113.45,-467.858,2,8.5,-0.1,2,8.5,-10.1,0,0,0,521530,0,199085,37237,224572,10,0,3999,255
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806231,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945973,0,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806226,0,300765,30593,326166,1,0,0,155
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945973,0,358966,56393,320909,30,0,0,175
报警,418.731,-0.006,-247.832,37.752,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806227,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,-0.001,0,0,0,806228,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,0,0,0,0,806228,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.567,0,0,-0.001,0,0,0,806228,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806228,0,300765,30593,326166,1,0,0,155
报警,418.732,-0.006,-247.833,37.751,381.414,162.568,0.001,0,-0.001,0,0,0,806228,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806228,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806228,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,2,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,0,0,0,0,806229,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.732,-0.006,-247.832,37.751,381.414,162.567,0,0,0,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,-0.001,0,0,0,806230,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,0,0,0,0,806231,0,300765,30593,326166,1,1,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.568,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.568,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,1,0,155
报警,418.732,-0.006,-247.832,37.752,381.414,162.567,0,0,0,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,0,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.833,37.751,381.414,162.567,0,0,-0.001,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,418.731,-0.006,-247.832,37.751,381.414,162.567,0,0,0,0,0,0,806231,0,300765,30593,326166,1,0,0,155
报警,-460.397,-6.27,-282.4,-49.9,181.93,10.36,-85.6,123.7,-0.6,0,0,0,724869,0,23213,69344,279463,31,0,0,175
报警,529.094,-0.004,-256.162,171.064,350.346,117.338,0,0,-0.001,0,0,0,805504,0,300367,30588,325795,1,0,0,155
报警,-0.012,-0.005,277753.03,442.925,585.248,277753.03,0,-0.001,277753.03,0,0,0,389447,3,144811,2,0,0,0,0,0
报警,529.094,-0.004,-256.162,171.064,350.346,117.337,0,0,0,0,0,0,805505,0,300367,30588,325795,1,0,0,155
报警,-357.197,1.93,-275.1,53.3,190.13,17.66,17.6,131.9,-0.4,0,0,0,724886,0,23213,69344,279463,31,0,0,175
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740905,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740905,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740914,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740906,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740906,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740907,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740907,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740907,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740907,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740899,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,529.094,-0.004,-256.163,171.064,350.346,117.337,0,0,-0.001,0,0,0,805505,0,300367,30588,325795,1,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,529.094,-0.004,-256.163,171.064,350.346,117.337,0,0,-0.001,0,0,0,805505,0,300367,30588,325795,1,0,0,155
报警,529.094,-0.004,-256.163,171.064,350.346,117.338,0,0,0,0,0,0,805504,0,300367,30588,325795,1,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,529.095,-0.004,-256.163,171.064,350.347,117.337,0,0.001,-0.001,0,0,0,805505,0,300367,30588,325795,1,1,0,155
报警,0,0,0,488.373,235.735,480.41,0,0,0,0,0,0,945136,0,358736,56392,320694,30,1,0,185
报警,529.094,-0.003,-256.163,171.064,350.346,117.337,0,0,-0.001,0,0,0,805505,0,300367,30588,325795,1,0,0,155
报警,0,0,0,488.373,235.734,480.41,0,-0.001,0,0,0,0,945136,0,358736,56392,320694,30,1,0,185
报警,529.094,-0.004,-256.163,171.064,350.347,117.337,0,0,-0.001,0,0,0,805505,0,300367,30588,325795,1,1,0,155
报警,0,0,0,488.373,235.735,480.41,0,0,0,0,0,0,945136,0,358736,56392,320694,30,0,0,185
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,-589.323,-0.001,-397.847,-100.95,235.734,82.563,-12.517,42.94,65.145,0,0,0,945136,64,358736,56392,320694,30,0,0,0
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945971,0,358966,56393,320909,30,0,0,175
报警,0,0,-0.001,485,232.4,476.499,0,0,0,0,0,0,945971,0,358966,56393,320909,30,0,0,175
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945971,0,358966,56393,320909,30,0,0,175
报警,0,0,-0.001,485,232.4,476.499,0,0,-0.001,0,0,0,945971,0,358966,56393,320909,30,1,0,175
报警,0,0,0,488.373,235.735,480.41,0,0,0,0,0,0,945137,0,358736,56392,320694,30,0,0,185
报警,529.094,-0.004,-256.163,171.064,350.346,117.337,0,0,-0.001,0,0,0,805506,0,300367,30588,325795,1,1,0,155
报警,0,0,0,488.373,235.735,480.41,0,0,0,0,0,0,945137,0,358736,56392,320694,30,0,0,185
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,529.094,-0.003,-256.163,171.064,350.346,117.337,0,0,-0.001,0,0,0,805506,0,300367,30588,325795,1,1,0,155
报警,0,0,0,488.373,235.735,480.41,0,0,0,0,0,0,945137,0,358736,56392,320694,30,0,0,185
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740910,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740901,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740902,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740902,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740902,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740902,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740902,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740902,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740903,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740904,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740904,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740904,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740904,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740905,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740905,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740911,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740923,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740908,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740908,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
报警,545.96,-0.007,-77.23,0.205,408.843,100,0.001,0,0,0,0,0,740900,0,381373,26334,331214,30,0,0,155
